timestamp,participant,experiment,condition,trial,mode,response_format,n_items,serial_position,region,presented_item,response_at_position,free_recalled,serial_correct,substitution,interval_s,delay_s,chunk_label
2026-09-18T14:07:43,Esben2,free_recall,baseline,1,visual,letters,16,1,start,F,F,1.0,1,,3.0,0,
2026-09-18T14:07:43,Esben2,free_recall,baseline,1,visual,letters,16,2,start,R,A,1.0,0,A,3.0,0,
2026-09-18T14:07:43,Esben2,free_recall,baseline,1,visual,letters,16,3,start,F,R,1.0,0,R,3.0,0,
2026-09-18T14:07:43,Esben2,free_recall,baseline,1,visual,letters,16,4,start,A,F,1.0,0,F,3.0,0,
2026-09-18T14:07:43,Esben2,free_recall,baseline,1,visual,letters,16,5,start,X,F,1.0,0,F,3.0,0,
2026-09-18T14:07:43,Esben2,free_recall,baseline,1,visual,letters,16,6,start,Q,X,1.0,0,X,3.0,0,
2026-09-18T14:07:43,Esben2,free_recall,baseline,1,visual,letters,16,7,middle,H,Q,1.0,0,Q,3.0,0,
2026-09-18T14:07:43,Esben2,free_recall,baseline,1,visual,letters,16,8,middle,L,L,1.0,1,,3.0,0,
2026-09-18T14:07:43,Esben2,free_recall,baseline,1,visual,letters,16,9,middle,C,H,1.0,0,H,3.0,0,
2026-09-18T14:07:43,Esben2,free_recall,baseline,1,visual,letters,16,10,middle,G,X,1.0,0,X,3.0,0,
2026-09-18T14:07:43,Esben2,free_recall,baseline,1,visual,letters,16,11,middle,W,G,1.0,0,G,3.0,0,
2026-09-18T14:07:43,Esben2,free_recall,baseline,1,visual,letters,16,12,end,C,R,1.0,0,R,3.0,0,
2026-09-18T14:07:43,Esben2,free_recall,baseline,1,visual,letters,16,13,end,B,W,0.0,0,W,3.0,0,
2026-09-18T14:07:43,Esben2,free_recall,baseline,1,visual,letters,16,14,end,R,C,1.0,0,C,3.0,0,
2026-09-18T14:07:43,Esben2,free_recall,baseline,1,visual,letters,16,15,end,X,C,1.0,0,C,3.0,0,
2026-09-18T14:07:43,Esben2,free_recall,baseline,1,visual,letters,16,16,end,F,L,1.0,0,L,3.0,0,
2026-09-18T14:09:08,Esben2,free_recall,baseline,2,visual,letters,16,1,start,E,S,1.0,0,S,3.0,0,
2026-09-18T14:09:08,Esben2,free_recall,baseline,2,visual,letters,16,2,start,W,B,1.0,0,B,3.0,0,
2026-09-18T14:09:08,Esben2,free_recall,baseline,2,visual,letters,16,3,start,D,H,1.0,0,H,3.0,0,
2026-09-18T14:09:08,Esben2,free_recall,baseline,2,visual,letters,16,4,start,X,D,1.0,0,D,3.0,0,
2026-09-18T14:09:08,Esben2,free_recall,baseline,2,visual,letters,16,5,start,E,E,1.0,1,,3.0,0,
2026-09-18T14:09:08,Esben2,free_recall,baseline,2,visual,letters,16,6,start,X,W,1.0,0,W,3.0,0,
2026-09-18T14:09:08,Esben2,free_recall,baseline,2,visual,letters,16,7,middle,E,E,1.0,1,,3.0,0,
2026-09-18T14:09:08,Esben2,free_recall,baseline,2,visual,letters,16,8,middle,Z,X,1.0,0,X,3.0,0,
2026-09-18T14:09:08,Esben2,free_recall,baseline,2,visual,letters,16,9,middle,V,E,0.0,0,E,3.0,0,
2026-09-18T14:09:08,Esben2,free_recall,baseline,2,visual,letters,16,10,middle,U,X,1.0,0,X,3.0,0,
2026-09-18T14:09:08,Esben2,free_recall,baseline,2,visual,letters,16,11,middle,M,Z,1.0,0,Z,3.0,0,
2026-09-18T14:09:08,Esben2,free_recall,baseline,2,visual,letters,16,12,end,J,U,0.0,0,U,3.0,0,
2026-09-18T14:09:08,Esben2,free_recall,baseline,2,visual,letters,16,13,end,K,M,0.0,0,M,3.0,0,
2026-09-18T14:09:08,Esben2,free_recall,baseline,2,visual,letters,16,14,end,S,H,1.0,0,H,3.0,0,
2026-09-18T14:09:08,Esben2,free_recall,baseline,2,visual,letters,16,15,end,B,S,1.0,0,S,3.0,0,
2026-09-18T14:09:08,Esben2,free_recall,baseline,2,visual,letters,16,16,end,H,M,1.0,0,M,3.0,0,
2026-09-18T14:10:11,Esben2,free_recall,baseline,3,visual,letters,16,1,start,D,Y,1.0,0,Y,3.0,0,
2026-09-18T14:10:11,Esben2,free_recall,baseline,3,visual,letters,16,2,start,F,I,1.0,0,I,3.0,0,
2026-09-18T14:10:11,Esben2,free_recall,baseline,3,visual,letters,16,3,start,I,Z,0.5,0,Z,3.0,0,
2026-09-18T14:10:11,Esben2,free_recall,baseline,3,visual,letters,16,4,start,D,D,1.0,1,,3.0,0,
2026-09-18T14:10:11,Esben2,free_recall,baseline,3,visual,letters,16,5,start,W,Z,1.0,0,Z,3.0,0,
2026-09-18T14:10:11,Esben2,free_recall,baseline,3,visual,letters,16,6,start,B,A,1.0,0,A,3.0,0,
